,ID,Name,lon1,lat1,lon2,lat2
0,51cfceb3a382da3640599b90d61874da4440f00101f90177c5680000000000c00208,Berovo,22.8165559,41.6070036,23.01346,41.7368953
1,51d1f709568b54354059c504357c0b844440f00101f901eb32620000000000c00207,Bitola,21.2847767,41.0027837,21.3864646,41.0676053
2,5110786000e19336405985d21742ce994440f00101f901e704690000000000c00207,Bogdanci,22.5301695,41.1706752,22.670846,41.2587772
3,513d64ca87a07035405905d0398952024540f00101f901c24c6a0000000000c00205,Skopje,21.4267556,41.9987465,21.4510955,42.0224489
4,51fa360e06e886344059b24813ef00c34440f00101f901fbe6620000000000c00207,Debar,20.4919956,41.492028,20.5439484,41.5443298
5,512571fb8adac6364059eb52c83ac1fb4440f00101f901c0a3680000000000c00207,Delchevo,22.7207136,41.9085492,22.8006274,42.0119009
6,51b2f09afcbb33354059c97f3793259c4440f00101f9010f12690000000000c00207,Demir Hisar,21.1698394,41.2092396,21.2395661,41.2358988
7,51ea72ef86d980364059b241cb5fc6914440f00101f9015a42630000000000c00207,Gevgelija,22.4689722,41.1197059,22.5360625,41.1523236
8,51d1b249d97de83440595d5ac3fb60e54440f00101f901f16f620000000000c00208,Gostivar,20.8847794,41.7768468,20.9325497,41.8178438
9,513ebf396dd793354059dae731ca33ff4440f00101f901c62c6a0000000000c00207,Ilinden,21.5293944,41.975576,21.6007157,42.0192085
10,512e8eca4dd4983540594589f1f510fc4440f00101f901c32c6a0000000000c00208,Kadino,21.5703812,41.9562509,21.6289473,41.9871882
11,516592ec6c23033640598e80c0b975b74440f00101f901d33a630000000000c00207,Kavadarci,21.9430017,41.3986062,22.0688295,41.4679538
12,518735954561f53440591d28a6c123c14440f00101f901613c620000000000c00207,Kichevo,20.9179436,41.4780898,20.9946018,41.5407713
13,5133c34659bfb73540593d43ddac66114540f00101f901ad4e680000000000c00207,Kumanovo,21.6686499,42.092939,21.7739441,42.174059
14,51253328e49498344059e6f0a4e084a24440f00101f90114d7620000000000c00207,Labunishta,20.5108747,41.2585474,20.6298338,41.2931293
15,51f0cf566f1e7c344059d740a9ac5c1b4a40f00101f901415ab20000000000c00208,Lisice,20.4710887,52.2065347,20.489253,52.2188637
16,51a988d349b696364059f6bb0befcd024540f00101f901f38c680000000000c00208,Makedonska Kamenica,22.5499369,41.9978694,22.6020098,42.0472849
17,51f0822d1b42e23440597a2ef8d96df04440f00101f901052f690000000000c00207,Negotino,20.8711481,41.8605801,20.9474236,41.8883568
18,514173e7d3742f2f4059a5f386a00f8c4640f00103f90137b3761d00000000c002079203094e6f766f2053656c6f,Novo Selo,15.5726882,45.0742269,15.6126882,45.1142269
19,51047058bf3ecd344059ebbb6c85fa8e4440f00101f901bcee620000000000c00208,Ohrid,20.7544345,41.0792966,20.8303644,41.1486339
20,510f24afd37f8b35405968f45954faab4440f00101f9015712d90000000000c002089203065072696c6570,Prilep,21.5040467,41.3142217,21.5836004,41.3730341
21,51575238cce16c3640599dbef968ccf94440f00101f901cf89680000000000c00205,Municipality of Kochani,22.405715,41.9299711,22.4331808,41.9572203
22,51179925a6b02d364059a32314b6faff4440f00101f9015be7660000000000c00208,Probishtip,22.1435881,41.975922,22.1939921,42.0208962
23,5150920953ef763640599677d503e6d14440f00101f901f302690000000000c00207,Radovish,22.4276608,41.6005214,22.4865836,41.702881
24,51fef96cd38e31364059f0d9df7e65de4440f00101f90128a1670000000000c00207,Shtip,22.1218085,41.6942286,22.2580004,41.7773607
25,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208,Skopje,21.3154077,41.9400344,21.5377092,42.0491811
26,514b11cfc8d6ad344059cdbdd1d8a8964440f00101f9011ede620000000000c00207,Struga,20.6343102,41.1681322,20.7068989,41.1977296
27,515a16a7b5c4a3364059c6e061da37b84440f00101f901e5e8680000000000c00207,Strumica,22.593888,41.4063962,22.6755425,41.4626165
28,51ffba89100df93440591c12adcbdf004540f00101f90175b9690000000000c00207,Tetovo,20.9434202,41.9743756,21.0377723,42.0311414
29,518acbf10a44c5354059da8d3ee603dc4440f00101f90111c6670000000000c00208,Veles,21.7170954,41.6681353,21.832881,41.77481
30,51f252fbbec98e354059051a6cea3c034540f00101f90115115d0000000000c00208,Arachinovo,21.5449014,42.0025032,21.6106863,42.0432294
