,ID,Name,Lon,Lat,Formatted,Stars,Building,City_ID
65,51b2f5c2537ecc344059e2863562668e4440f00103f901aab1e5fe0000000092031256696c6c6120537175617265204f68726964,Villa Square Ohrid,20.7988026,41.1124995,"Villa Square Ohrid, Car Samoil, 6000 Ohrid, North Macedonia",NR,unknown,51047058bf3ecd344059ebbb6c85fa8e4440f00101f901bcee620000000000c00208
66,518db9c6c26bcc344059c41f9bb1688e4440f00103f901abb1e5fe0000000092030c56696c6c6120546162616e61,Villa Tabana,20.7985193,41.11257,"Villa Tabana, Car Samoil, 6000 Ohrid, North Macedonia",NR,unknown,51047058bf3ecd344059ebbb6c85fa8e4440f00101f901bcee620000000000c00208
67,512a9b28f85ccc3440591cfb0afa668e4440f00103f901acb1e5fe0000000092030d56696c6c61204861726d6f6e79,Villa Harmony,20.7982936,41.1125176,"Villa Harmony, Car Samoil, 6000 Ohrid, North Macedonia",NR,unknown,51047058bf3ecd344059ebbb6c85fa8e4440f00101f901bcee620000000000c00208
68,51b0e9a1386d8c3540596295bf6eeeab4440f00102f901e3622e1400000000920318d0a5d0bed182d0b5d0bb20d09bd0b8d0bfd0b020d093d090,Hotel Lipa GA,21.5485844282417,41.34319945,"Hotel Lipa GA, Dimo Dimoski-Narednikot, 7500 Prilep, North Macedonia",NR,hotel,510f24afd37f8b35405968f45954faab4440f00101f9015712d90000000000c002089203065072696c6570
69,51360fafe1b28a35405915133ff32fac4440f00102f90165308d1500000000920319d09ad180d0b8d181d182d0b0d0bb20d09fd0b0d0bbd0b0d181,Kristal Palas,21.5417912961171,41.3452213,"Kristal Palas, Arhiepiskop Dositej, 7500 Prilep, North Macedonia",NR,hotel,510f24afd37f8b35405968f45954faab4440f00101f9015712d90000000000c002089203065072696c6570
70,511edfde35e88d354059d7fc700855ac4440f00103f901ca6172df0100000092030ad090d182d0bbd0b0d181,Atlas,21.5543245,41.346345,"Atlas, 29 Noemvri 15, 7500 Prilep, North Macedonia",NR,unknown,510f24afd37f8b35405968f45954faab4440f00101f9015712d90000000000c002089203065072696c6570
71,5164ff3c0d188e3540593c48e48e92aa4440f00103f901903cb4d80000000092030cd0a1d0b0d0bbd0b8d0b4d0b0,Salida,21.5550545,41.3325976,"Salida, Salida, 7500 Prilep, North Macedonia",NR,unknown,510f24afd37f8b35405968f45954faab4440f00101f9015712d90000000000c002089203065072696c6570
72,5113c25900092d3640598451f28524004540f00103f9012a7d711c00000000920319d0a6d180d0b5d188d0bed0b2d0be20d0a2d0bed0bfd187d0b5,Cresovo Topce,22.1759186,42.0011146,"Cresovo Topce, Leninova, Kalnishte, North Macedonia",NR,unknown,51179925a6b02d364059a32314b6faff4440f00101f9015be7660000000000c00208
73,518a4ee0e709753640597c154c581bd14440f00103f9016f06b09b0100000092030850414e4f52414d41,PANORAMA,22.4571824,41.633647,"PANORAMA, Marsal Tito, 2420 Radovish, North Macedonia",NR,unknown,5150920953ef763640599677d503e6d14440f00101f901f302690000000000c00207
74,5186f6a056873036405999c7e34831de4440f00102f9012af6821a0000000092031a557262616e69737461202d20426f75746971756520486f74656c,Urbanista - Boutique Hotel,22.1895651,41.73587905,"Urbanista - Boutique Hotel, General Mihaylo Apostolski St., 2000 Shtip, North Macedonia",NR,hotel,51fef96cd38e31364059f0d9df7e65de4440f00101f90128a1670000000000c00207
75,51d5436c0b8a333640592eda3372a4df4440f00102f901ac127a220000000092030dd09ad0b0d0bdd0b0d0bb203737,Kanal 77,22.2013251468953,41.747206,"Kanal 77, 5-ta Partiska Konferencija 9, 2000 Shtip, North Macedonia",NR,hotel,51fef96cd38e31364059f0d9df7e65de4440f00101f90128a1670000000000c00207
76,51fa1d5d78a06f35405973ffac0b4fff4440f00102f9017c7eae0100000000920312486f6c6964617920496e6e20536b6f706a65,Holiday Inn Skopje,21.4357378991257,41.9945884,"Holiday Inn, Kej 13 Noemvri 2, 1000 Skopje, North Macedonia",4,hotel,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
77,5131ba72ac416a354059544a89090f004540f00103f90179fb4c2001000000920315536b6f706a6520486f6d652041706172746d656e74,Skopje Home Apartment,21.4150646,42.0004589,"Skopje Home Apartment, Boulevard Partizanski Odredi 34, 1000 Skopje, North Macedonia",NR,unknown,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
78,51ad8d74cd416f354059cf9e8affa9ff4440f00102f9019052f50100000000920312486f74656c2053746f6e6520427269646765,Hotel Stone Bridge,21.4344837041808,41.99734515,"Hotel Stone Bridge, Kej Dimitar Vlahov 1, 1000 Skopje, North Macedonia",5,hotel,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
79,515948810154683540594202f45c3e004540f00102f901b001590700000000920317d0a5d0bed182d0b5d0bb20d09ad0b0d180d0bfd0bed188,Hotel Karpos,21.4075390318991,42.0019574,"Hotel Karpos, Sekspirova, 1000 Skopje, North Macedonia",4,hotel,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
80,51c3ddc5a0b86c3540599fcad3f9f0ff4440f00102f901e6cb7f0a0000000092031dd0a5d0bed182d0b5d0bb20d090d0bcd0b1d0b0d181d0b0d0b4d0bed180,Hotel Ambasador,21.4246922,41.9995415,"Hotel Ambasador, Pirinska 38, 1000 Skopje, North Macedonia",NR,hotel,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
81,516c8a8e1f40683540599708f1a23cff4440f00102f901b12fa90e0000000092030a50696e6520486f74656c,Pine Hotel,21.407228444367,41.99403795,"Pine Hotel, Mile Pop Jordanov 1B, 1000 Skopje, North Macedonia",NR,hotel,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
82,510d6e7cfb126c354059630165634e004540f00102f901edd9dc0f0000000092030f486f74656c2043697479205061726b,Hotel City Park,21.4221635543586,42.0023933,"Hotel City Park, Mihail Cokov 8A, 1000 Skopje, North Macedonia",NR,hotel,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
83,51f5d912036e70354059e2ed77c391ff4440f00102f9018f31a710000000009203184f7065726120486f75736520486f74656c20536b6f706a65,Opera House Hotel Skopje,21.43917865,41.99663585,"Opera House Hotel Skopje, Pajko Maalo 1737, 1000 Skopje, North Macedonia",4,hotel,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
84,51441621ba8e70354059635b8b5097ff4440f00102f9019331a710000000009203184c757875727920536b6f706a652041706172746d656e7473,Luxury Skopje Apartments,21.4396124123327,41.9968156,"Luxury Skopje Apartments, Pajko Maalo 6, 1000 Skopje, North Macedonia",NR,apartments,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
85,51b38197b27367354059f739d8479dff4440f00102f90161ae5c150000000092031cd0a2d0a6d0a620d093d180d0b0d0bdd0b420d09fd0bbd0b0d0b7d0b0,TCC Grand Plaza,21.4041091487335,41.99698735,"TCC Grand Plaza, 8 Septemvri 2, 1000 Skopje, North Macedonia",4,hotel,51b2d5e594806e354059a7e5acf47fff4440f00101f901c14c6a0000000000c00208
